# t	<x>	<p>	C(t)
63.6	8.692797003964143	(1.1623693515038747-1.0747867650054277j)	0.5067784086587481
63.800000000000004	8.706815933856394	(-0.17336475200278845-0.6834854464494308j)	0.5067784086587482
64.0	8.77042606793702	(3.0460130159664716+2.1986165163854143j)	0.5067784086587483
64.2	8.671691167334576	(-0.3724353520071329-0.1880800873087385j)	0.5067784086587485
64.4	8.641530683632013	(-1.8129058971860892+1.329779384233949j)	0.5067784086587486
64.60000000000001	8.732495258913131	(1.2461309963222014+1.5315948344671948j)	0.5067784086587487
64.8	8.702485133846777	(0.02344314730727091-0.48339671582500515j)	0.5067784086587489
65.0	8.781296249009994	(-4.161932995215386-0.6168689510858376j)	0.506778408658749
65.2	8.56116167366206	(0.6067364762076379+0.2141036539953786j)	0.5067784086587491
65.4	8.738006013132393	(1.0703440275638016+0.9312730274314766j)	0.5067784086587493
65.60000000000001	8.652121087288302	(-0.6423230426092174-1.7819816218958047j)	0.5067784086587496
65.8	9.101546681108836	(-1.4981320860572924-3.0756504123750275j)	0.5067784086587497
66.0	9.324015445102702	(-1.705750010859862+0.5299961233597196j)	0.5067784086587499
66.2	9.091853837253593	(-0.6064982395083116+1.162757911032173j)	0.5067784086587499
66.4	9.065162703030145	(0.2870121623965355-0.12933022007425893j)	0.5067784086587501
66.60000000000001	8.73346932891103	(2.7524268358924573+2.5865133745007785j)	0.5067784086587502
66.8	8.718312412287357	(-0.01363563813488218-0.06242132344301503j)	0.5067784086587505
67.0	8.718175077012873	(-1.8835452163361694-2.1820220920014686j)	0.5067784086587506
67.2	8.790257013872777	(1.2950964967752734+3.080120769105559j)	0.5067784086587507
67.4	9.081199929463837	(0.6246943217366006+0.862091980545984j)	0.5067784086587508
67.60000000000001	8.96692392381025	(-1.5156809668823912+4.3017705660109415j)	0.506778408658751
67.8	8.869727022755887	(1.228556827236795-0.5070433418752184j)	0.5067784086587511
68.0	8.962261639739175	(0.4775712939567019-0.9363573703567344j)	0.5067784086587512
68.2	8.609900881061069	(0.42427041877522803+0.8530244916204434j)	0.5067784086587515
68.4	9.082321801025612	(2.7404781827242903-2.0018968384491465j)	0.5067784086587517
68.60000000000001	8.903717421815472	(-0.005379763197573178-4.88377310089144j)	0.5067784086587518
68.8	8.769656400190543	(0.0926826794079018-0.7870895260627758j)	0.5067784086587519
69.0	8.76629724927695	(-0.7742756773854484+1.5686653358696794j)	0.506778408658752
69.2	8.67704187943994	(-0.42864795914266035+0.33972242827620924j)	0.5067784086587521
69.4	8.67713729615003	(-0.18990714974082398+4.185691676108835j)	0.5067784086587522
69.60000000000001	8.827737900638459	(7.129702242456646+0.15314960072768444j)	0.5067784086587523
69.8	8.913482528202575	(1.6727656851060742-0.799848939682132j)	0.5067784086587526
70.0	8.341688549642607	(0.7037773158530656+0.21692572885350306j)	0.5067784086587527
70.2	8.96030580898807	(0.5534177313279863+1.0753462658614834j)	0.5067784086587529
70.4	8.9019915365502	(0.5967563443148858-0.5129851598393069j)	0.506778408658753
70.60000000000001	8.354294179419835	(-7.632645257755032+0.8903831037476346j)	0.5067784086587531
70.8	8.989004774564899	(-0.7327597540709061-0.18625700055088837j)	0.5067784086587532
71.0	8.508315068901693	(2.8670476139268843+3.1633380671379983j)	0.5067784086587533
71.2	9.00052103291464	(-0.7529165880254577+0.7393257921242382j)	0.5067784086587536
71.4	8.92256867119501	(1.371987947812746-1.0799979332218332j)	0.5067784086587537
71.60000000000001	8.946686397135425	(-0.1992621144084433-0.2803595805981184j)	0.5067784086587539
71.8	8.683872948386597	(0.7976679770751128-0.4170189943387025j)	0.506778408658754
72.0	8.916015706518463	(2.3826369912576304-0.5481137323958915j)	0.5067784086587542
72.2	9.30915687646219	(2.0208683508076883-1.1592650703689107j)	0.5067784086587543
72.4	8.753980607485605	(-0.8710705816906713+0.028859480049688496j)	0.5067784086587545
72.60000000000001	8.808023167101538	(0.3396493286425022+0.11578101700439926j)	0.5067784086587546
72.8	8.896101993307235	(-0.5660170057113527-1.4257856782762277j)	0.5067784086587548
73.0	8.749037729673514	(-0.8955105550474608+1.288426571959796j)	0.5067784086587549
73.2	9.136283240955636	(0.0017251606096363816-1.0345602907895008j)	0.5067784086587551
73.4	8.79486549883214	(-4.33508513202811-1.8297836652174333j)	0.5067784086587553
73.60000000000001	8.79779861082734	(-2.5308710186237002+1.7801357400543185j)	0.5067784086587553
73.8	8.730427617312877	(2.6583379140237775+3.7529835102847797j)	0.5067784086587556
74.0	8.919439003546865	(-1.0486826511601142+3.833910159074407j)	0.5067784086587557
74.2	9.565589794920994	(-0.2788362576308951-0.8035914360947403j)	0.5067784086587558
74.4	8.825909727449595	(0.2454209382846061+0.025859891629745738j)	0.506778408658756
74.60000000000001	8.589146132037419	(-0.8256002942753847+0.47211640202596267j)	0.506778408658756
74.8	9.537680379658092	(2.2999353503410482-3.8629894075815683j)	0.5067784086587562
75.0	8.572738237301184	(-0.6777540340475651-0.04774602151051549j)	0.5067784086587563
75.2	9.199686990729434	(-4.11409992264478-1.3673300468072713j)	0.5067784086587566
75.4	9.331688119404179	(-0.4813970280178331-1.008812205697209j)	0.5067784086587567
75.60000000000001	8.718439677934985	(-2.8894913823710118-1.5101460783188072j)	0.5067784086587568
75.8	9.16420542580153	(0.26292489660226276+0.5392184583022228j)	0.5067784086587569
76.0	9.085574677852192	(0.2551701079305726-2.8587263793266366j)	0.5067784086587571
76.2	8.963904290934035	(0.8672292936735677+1.312523155749214j)	0.5067784086587571
76.4	8.75981282861303	(-0.8520318982561111-0.2987367715094517j)	0.5067784086587573
76.60000000000001	8.777845889823883	(1.3207878678609402-0.9969352581381888j)	0.5067784086587575
76.80000000000001	8.816663483521355	(-0.6572287880109551+1.6523756768403945j)	0.5067784086587577
77.0	8.975124024671542	(-0.6243800168470015-1.8668622583368482j)	0.5067784086587578
77.2	9.180373049835215	(-1.0267171189916886+0.67073031853798j)	0.5067784086587579
77.4	8.940748979771541	(0.5343508445409618+0.6276485817522294j)	0.5067784086587579
77.60000000000001	8.928872028936611	(1.29749001162902+1.4986899478412992j)	0.5067784086587581
77.80000000000001	9.161730220396255	(2.767260071688623-0.06693386437273818j)	0.5067784086587582
78.0	9.016585079287777	(0.6639492482619213+1.8110460705166866j)	0.5067784086587585
78.2	8.852007215213687	(-0.1737712143346977-0.034629853852065524j)	0.5067784086587586
78.4	8.90238749125004	(-0.24926239580728865-3.5775682925450933j)	0.5067784086587587
78.60000000000001	8.827712900014037	(-2.871940067234907-0.4066710130636334j)	0.5067784086587589
78.80000000000001	8.618798965734207	(0.6288521388763784+0.060148829192635825j)	0.506778408658759
79.0	8.87162917600903	(-0.006901909845739444+0.7089412294798499j)	0.506778408658759
79.2	8.970503988401664	(1.611312177457866+0.11433041693684017j)	0.5067784086587592
79.4	8.751614786217296	(1.2091733497844717-1.0713220846067362j)	0.5067784086587593
79.60000000000001	8.639150076363395	(3.644096736810771+0.7265884959804392j)	0.5067784086587594
79.80000000000001	8.899569547634323	(-1.7194351337383202-2.603477937798036j)	0.5067784086587596
80.0	8.703096211925818	(0.07543128170725288-0.5460740659277994j)	0.5067784086587597
80.2	8.760233435948875	(-0.7213575623239067+3.5894455599086865j)	0.5067784086587599
80.4	8.745447412947938	(-0.07787524047142416+0.5303820661139257j)	0.50677840865876
80.60000000000001	8.748628138986161	(-0.060288913548449556-0.3993506295340679j)	0.5067784086587601
80.80000000000001	8.847814152070542	(0.5041865827136109+2.2646130157987927j)	0.5067784086587602
81.0	9.131774429139746	(3.51139915400134+1.1876983194923072j)	0.5067784086587603
81.2	8.726371880625058	(0.7391691878124327-0.6538219611755597j)	0.5067784086587606
81.4	8.89724604295653	(0.13218421277630132-0.9646586297998764j)	0.5067784086587607
81.60000000000001	8.822755071732935	(2.4574787535133606-2.9285317828308393j)	0.5067784086587609
81.80000000000001	8.842069453730186	(-3.1761745369333334+1.552280611270521j)	0.506778408658761
82.0	9.04551087475264	(-0.3283084533865255+0.6488125986234936j)	0.5067784086587611
82.2	8.84819322118503	(0.5922841656240219+0.04686895901719984j)	0.5067784086587611
82.4	8.835362608221876	(0.2776188686480565+0.8737918471953187j)	0.5067784086587613
82.60000000000001	8.907476353386347	(0.5863344350860057+0.48568545640258093j)	0.5067784086587614
82.80000000000001	8.672442836174584	(-0.0693845847134385-1.7228453198879998j)	0.5067784086587617
83.0	9.047830912590912	(-0.9231566110706354-1.4995110670748177j)	0.5067784086587617
83.2	8.803229572822833	(-1.2758580337426995-3.902543020495966j)	0.5067784086587619
83.4	8.933511836639875	(0.23474024892394538-0.21498770708823162j)	0.5067784086587621
83.60000000000001	8.816484453513512	(-0.508239572085818+0.09615261789903391j)	0.5067784086587622
83.80000000000001	8.814363855857609	(-1.2398129312558477+1.2340168353160716j)	0.5067784086587623
84.0	8.78081892041981	(1.4549940605812677-3.1051533805074527j)	0.5067784086587624
84.2	8.84003822879942	(0.1853437812920462+0.8121440312514098j)	0.5067784086587626
84.4	8.800043640063121	(-0.5553005833577269-1.8163998716053773j)	0.5067784086587627
84.60000000000001	8.943238240745691	(4.20483303308801+0.6903597497835934j)	0.5067784086587629
84.80000000000001	8.55139323062567	(-0.7646094796088926-0.3561737230083483j)	0.506778408658763
85.0	8.557359012136963	(-0.11495436865923951-0.3921533778378367j)	0.5067784086587631
85.2	8.427481234697408	(-0.12470936837475992+0.9736751569496578j)	0.5067784086587633
85.4	8.636686369894328	(-2.0253496715464303+1.5865883018733626j)	0.5067784086587634
85.60000000000001	8.94789692936441	(0.2898456781129846+1.5113947927016351j)	0.5067784086587636
85.80000000000001	8.710727887267481	(4.46767681028554+2.997861316471946j)	0.5067784086587638
86.0	8.86135604613357	(0.7863167035880002-0.6963102713233061j)	0.5067784086587639
86.2	8.862180026938766	(0.07102921394266865+0.1365782526156088j)	0.5067784086587641
86.4	8.640491935211823	(-0.2639663629764559+1.0845341243080084j)	0.5067784086587641
86.60000000000001	8.516961587074096	(0.6666016589446352-0.8366024705895648j)	0.5067784086587643
86.80000000000001	8.679260024655878	(-1.7356976909872313+0.4703961936038681j)	0.5067784086587644
87.0	8.747113749433966	(0.6191223050418484-1.7144893665102046j)	0.5067784086587646
87.2	8.341721171786878	(-1.1271750456678726+1.2411386506808668j)	0.5067784086587648
87.4	8.492046654244042	(0.00890491219111563-1.0809821299096698j)	0.5067784086587649
87.60000000000001	8.480222407043172	(1.4848785403150258-0.40920449244834894j)	0.506778408658765
87.80000000000001	8.382741170715953	(1.897583909377398+0.8218695252173543j)	0.506778408658765
88.0	8.507798329273017	(1.0034392946083495-0.5888208236519924j)	0.5067784086587652
88.2	8.100419097162973	(-0.07138509555091113-0.044902377550570034j)	0.5067784086587653
88.4	8.43479218573708	(1.9801658114059748+0.2142119054263865j)	0.5067784086587654
88.60000000000001	8.543319804320241	(-0.20824852235618682+1.6083904149361286j)	0.5067784086587656
88.80000000000001	8.474703774498275	(0.1632106437827054+0.48937714052406844j)	0.5067784086587658
89.0	8.573186219773111	(1.7555139110634586+1.9383180912308735j)	0.5067784086587659
89.2	8.406440420830581	(0.5980212398076289+0.28681668216191425j)	0.506778408658766
89.4	8.57280717834171	(-1.0546924717524244-0.34978149279975096j)	0.5067784086587662
89.60000000000001	8.311146065913109	(0.3262474419705146+0.20401281842767643j)	0.5067784086587663
89.80000000000001	8.362475303200078	(0.7402414989393759-0.34211443736783853j)	0.5067784086587666
90.0	8.639345933981666	(-2.214773672401183+1.4427122857826251j)	0.5067784086587667
90.2	8.603469934841293	(1.7740003966469808+1.5051994310993224j)	0.5067784086587669
90.4	8.402463659369605	(0.24852135923514482+0.47791009703697546j)	0.506778408658767
90.60000000000001	8.210430021239715	(-0.15576068995826597-1.2105629635864317j)	0.506778408658767
90.80000000000001	8.481552545806727	(3.0499031353493424+2.518368619739957j)	0.5067784086587671
91.0	8.650051302646435	(0.7680321768843386-0.44600888288992085j)	0.5067784086587674
91.2	8.335125649744837	(0.4161017621776665-0.49836855936139973j)	0.5067784086587674
91.4	8.402313442429195	(-0.6693409682640094-2.505505514624926j)	0.5067784086587676
91.60000000000001	8.658205395864	(-0.8593971262345603-0.3401092482802942j)	0.5067784086587677
91.80000000000001	8.76765922770563	(-2.4595761574815187-1.0473163406924293j)	0.5067784086587678
92.0	8.58078397533923	(0.26237037284522285+1.1313438792897332j)	0.5067784086587679
92.2	8.212513138812175	(-0.15042684402749873+0.33675444573134483j)	0.5067784086587681
92.4	8.76079076039521	(-0.19279759216718376+1.1158025336310746j)	0.5067784086587681
92.60000000000001	8.38912119460636	(-0.11547325393481729+0.14821847900580376j)	0.5067784086587682
92.80000000000001	8.148217882141918	(-0.37108918493361753+0.24233741740860354j)	0.5067784086587683
93.0	8.1515173861605	(1.958952947153381-0.5385118395121583j)	0.5067784086587686
93.2	8.44114449382774	(-0.3854520935527565-0.22703869197281318j)	0.5067784086587687
93.4	8.458352749256166	(-0.37173054153669927-0.3514113878508032j)	0.5067784086587689
93.60000000000001	8.023126150612486	(-0.9981566983719774+0.6453773973952839j)	0.5067784086587689
93.80000000000001	8.343821198232634	(0.6796913364978486-0.854498312809955j)	0.5067784086587691
94.0	8.005241693477393	(0.223087342549355-0.4830881682176068j)	0.5067784086587692
94.2	8.256590317458665	(0.5787489118445789+0.3266256418953439j)	0.5067784086587693
94.4	8.485952117074147	(-0.024382507284676325-0.18130827309040223j)	0.5067784086587694
94.60000000000001	8.273717005415227	(-0.13422851828210777-1.9020006440034263j)	0.5067784086587696
94.80000000000001	8.45969752846411	(-0.5085311434477986-0.32683673873750374j)	0.5067784086587697
95.0	8.045640134401532	(0.3535901010537632+0.7984646552022052j)	0.5067784086587698
95.2	8.067050291762762	(-0.3143138731573031-0.6372598168869474j)	0.50677840865877
95.4	8.360366317649083	(0.2664954122022462-0.1087315839072078j)	0.5067784086587701
95.60000000000001	7.893436342381198	(-0.3337765796986927+0.12659248265825032j)	0.5067784086587702
95.80000000000001	8.572101624352952	(1.3103632289704923+0.16354836668048922j)	0.5067784086587703
96.0	8.00740915478378	(0.3744787673575001+0.19440134870014528j)	0.5067784086587704
96.2	8.595563433400551	(0.041451398937674945+0.1420403912515236j)	0.5067784086587707
96.4	7.974194711725966	(-0.8209685627488695+1.6042549022366588j)	0.5067784086587707
96.60000000000001	8.281870299081914	(0.3434621017126745-1.2361124483943342j)	0.5067784086587708
96.80000000000001	8.092020653320539	(0.6904745784060375+1.6048241867835862j)	0.5067784086587709
97.0	8.416955220412557	(-0.23189947630355098-0.02940610814831793j)	0.5067784086587711
97.2	8.377292791873279	(1.3692204632220106-0.31319060448477143j)	0.5067784086587712
97.4	8.554695521597822	(0.38003187586710774+0.053607478818534525j)	0.5067784086587713
97.60000000000001	7.640963759431094	(-0.035257512845426615-0.029953788133896465j)	0.5067784086587716
97.80000000000001	8.449345656143327	(-0.6188830928259772-1.350005747377116j)	0.5067784086587717
98.0	8.101011428723206	(-3.8671109989069183-2.4315413023184815j)	0.5067784086587718
98.2	8.40204704560527	(-0.00838340108003188+0.600578138705498j)	0.5067784086587719
98.4	8.425283629134034	(-1.7364363340314104+2.6225766042731795j)	0.506778408658772
98.60000000000001	8.216477599118583	(1.3824633879068822-1.288694274508855j)	0.5067784086587721
98.80000000000001	8.544288803922978	(0.06665018244681067-0.014766048868212681j)	0.5067784086587722
99.0	8.271655345341252	(0.37050993860602816+0.48572370642807583j)	0.5067784086587723
99.2	7.9651768256923186	(0.6870491462170234+0.4787690747812977j)	0.5067784086587726
99.4	8.072258183750698	(1.262491544409702-1.254474905997721j)	0.5067784086587727
99.60000000000001	7.83687677682219	(-0.6130490676828444-2.3514499347495734j)	0.5067784086587729
99.80000000000001	7.939960642116113	(0.001783737854825262-0.45593589583802047j)	0.5067784086587729
100.0	8.036545532420849	(0.33913853172057956+1.0925571444548206j)	0.5067784086587731
