# x	abs(psi)**2
-5.0	0.015388534096620764
-4.970674486803519	0.019975498321646173
-4.941348973607038	0.042795657266965874
-4.912023460410557	0.0493600704773108
-4.882697947214076	0.017496924924381794
-4.853372434017595	0.016062761049623443
-4.8240469208211145	0.02343004048019988
-4.794721407624634	0.034772260212593005
-4.765395894428153	0.03958107196070302
-4.736070381231672	0.02326261029260728
-4.706744868035191	0.009139158955917985
-4.67741935483871	0.016457215086283256
-4.648093841642229	0.002660002011364384
-4.618768328445748	0.022195784490428593
-4.589442815249267	0.04480304591734584
-4.560117302052786	0.03659928908441531
-4.530791788856305	0.008881790557108919
-4.5014662756598245	0.03162529163848367
-4.472140762463344	0.021914416496651202
-4.442815249266862	0.03614931170719105
-4.413489736070381	0.004436337598232833
-4.3841642228739	0.0099933653113745
-4.354838709677419	0.017889455035473577
-4.325513196480938	0.004237594446130853
-4.296187683284457	0.025339320823623245
-4.266862170087976	0.011582413867808432
-4.237536656891495	0.025782352902258276
-4.2082111436950145	0.003804183711225362
-4.178885630498534	0.042733040023806027
-4.149560117302053	0.001685001231281866
-4.120234604105572	0.07125530193814729
-4.090909090909091	0.06052897893241275
-4.06158357771261	0.068668021457877
-4.032258064516129	0.013475563094259674
-4.002932551319648	0.011063548002210937
-3.973607038123167	0.006987536320480044
-3.9442815249266863	0.005304554266058096
-3.9149560117302054	0.0588970111179094
-3.8856304985337244	0.04029419049034218
-3.8563049853372435	0.021538211888046686
-3.8269794721407626	0.01166124728724764
-3.7976539589442817	0.011714092364591646
-3.768328445747801	0.013060340722228073
-3.73900293255132	0.04324602811479503
-3.7096774193548385	0.012154081566967895
-3.6803519061583576	0.007012361881920441
-3.6510263929618767	0.027532924004562264
-3.621700879765396	0.03797112190458088
-3.592375366568915	0.012927924652779105
-3.563049853372434	0.03021052959069376
-3.533724340175953	0.008192939167931668
-3.504398826979472	0.037014979102312225
-3.4750733137829912	0.024345652831554442
-3.44574780058651	0.017755068236831317
-3.416422287390029	0.03891017144101421
-3.387096774193548	0.01756800112260937
-3.357771260997067	0.00978745111230727
-3.328445747800586	0.00965896565773908
-3.2991202346041053	0.028250685613314543
-3.2697947214076244	0.0010947038443452075
-3.2404692082111435	0.000396869124030915
-3.2111436950146626	0.021568344764240993
-3.1818181818181817	0.01589524350238498
-3.1524926686217007	0.08719745049780296
-3.12316715542522	0.001350187665607381
-3.093841642228739	0.011057169640766425
-3.064516129032258	0.22056290526969177
-3.035190615835777	0.00024083905499857206
-3.005865102639296	0.018980744951859686
-2.9765395894428153	0.021987309236706203
-2.9472140762463344	0.059257672526386695
-2.9178885630498534	0.03232578906802834
-2.8885630498533725	0.01236046357704013
-2.859237536656891	0.005882581106938295
-2.8299120234604103	0.004141202712542662
-2.8005865102639294	0.013073410673071302
-2.7712609970674484	0.006999789468400993
-2.7419354838709675	0.05415889874772904
-2.7126099706744866	0.01802267001123964
-2.6832844574780057	0.07415592825199674
-2.653958944281525	0.013158925898579282
-2.624633431085044	0.04765291443641584
-2.595307917888563	0.05858091505866552
-2.565982404692082	0.06851413676226857
-2.536656891495601	0.05390047103856279
-2.5073313782991202	0.0021760587581144664
-2.4780058651026393	0.06390457958026002
-2.4486803519061584	0.006296635933823853
-2.419354838709677	0.03707673991106934
-2.390029325513196	0.08894422391288977
-2.3607038123167152	0.040854271832160255
-2.3313782991202343	0.0039148375537745896
-2.3020527859237534	0.030854047566145744
-2.2727272727272725	0.011490394404396002
-2.2434017595307916	0.006589195050413176
-2.2140762463343107	0.11473197665337623
-2.1847507331378297	0.015162461221315397
-2.155425219941349	0.014374150423096135
-2.126099706744868	0.013925049892062974
-2.096774193548387	0.03806041150146311
-2.067448680351906	0.06640678169625713
-2.038123167155425	0.055561933483098
-2.0087976539589443	0.039987128498075945
-1.9794721407624634	0.01643129066824929
-1.9501466275659824	0.0022049968252494914
-1.920821114369501	0.05613631640067457
-1.8914956011730202	0.01025709841268219
-1.8621700879765393	0.03439119687862132
-1.8328445747800584	0.028060539882310904
-1.8035190615835774	0.011480512418448734
-1.7741935483870965	0.0007447036728820023
-1.7448680351906156	0.004824591575674198
-1.7155425219941347	0.007071584610230745
-1.6862170087976538	0.011134582054107651
-1.6568914956011729	0.06067139897421874
-1.627565982404692	0.019510053828637557
-1.598240469208211	0.06810155313252508
-1.5689149560117301	0.03534535674436086
-1.5395894428152492	0.045996308758066394
-1.5102639296187683	0.015018344162135669
-1.480938416422287	0.07339550334515106
-1.451612903225806	0.040729109518389324
-1.4222873900293251	0.010724883819015684
-1.3929618768328442	0.001331852880824485
-1.3636363636363633	0.005202418257988804
-1.3343108504398824	0.017097051775844623
-1.3049853372434015	0.013759662870280635
-1.2756598240469206	0.0005655337969639501
-1.2463343108504397	0.06672382899833851
