0.125664	0.993374	-0.105307
0.251327	0.97396	-0.203517
0.376991	0.942679	-0.29418
0.502655	0.900505	-0.376859
0.628319	0.84847	-0.451114
0.753982	0.787662	-0.516481
0.879646	0.719228	-0.572491
1.00531	0.644371	-0.618684
1.13097	0.564351	-0.654653
1.25664	0.480474	-0.680074
1.3823	0.394076	-0.694763
1.50796	0.306509	-0.698704
1.63363	0.219109	-0.692085
1.75929	0.133181	-0.675315
1.88496	0.049959	-0.649017
2.01062	-0.0294102	-0.614019
2.13628	-0.103896	-0.571317
2.26195	-0.1726	-0.522034
2.38761	-0.234772	-0.467375
2.51327	-0.289814	-0.408577
2.63894	-0.337283	-0.346869
2.7646	-0.376887	-0.283435
2.89027	-0.40848	-0.21939
3.01593	-0.432049	-0.15576
3.14159	-0.447707	-0.0934786
3.26726	-0.455673	-0.0333773
3.39292	-0.45627	0.023807
3.51858	-0.449904	0.0774297
3.64425	-0.437057	0.126933
3.76991	-0.418278	0.171843
3.89557	-0.394169	0.211763
4.02124	-0.365376	0.246375
4.1469	-0.332581	0.275442
4.27257	-0.296493	0.298804
4.39823	-0.257832	0.316386
4.52389	-0.217324	0.328194
4.64956	-0.17569	0.334324
4.77522	-0.133631	0.334952
4.90088	-0.0918231	0.330339
5.02655	-0.0509036	0.320819
5.15221	-0.0114639	0.306797
5.27788	0.0259591	0.288734
5.40354	0.0608894	0.267136
5.5292	0.0929169	0.242545
5.65487	0.121701	0.215522
5.78053	0.146971	0.186636
5.90619	0.168529	0.156452
6.03186	0.186246	0.125524
6.15752	0.200063	0.0943781
6.28319	0.209982	0.0635151
6.40885	0.21607	0.0333978
6.53451	0.218446	0.00444938
6.66018	0.217281	-0.0229502
6.78584	0.212791	-0.0484668
6.9115	0.20523	-0.0718134
7.03717	0.194887	-0.0927511
7.16283	0.182076	-0.11109
7.28849	0.167132	-0.126689
7.41416	0.150406	-0.139455
7.53982	0.132256	-0.149343
7.66549	0.113045	-0.156353
7.79115	0.0931312	-0.160533
7.91681	0.0728645	-0.161967
8.04248	0.0525822	-0.160783
8.16814	0.0326033	-0.157142
8.2938	0.0132248	-0.151234
8.41947	-0.00528227	-0.143277
8.54513	-0.0226754	-0.133511
8.6708	-0.0387432	-0.122189
8.79646	-0.0533068	-0.109577
8.92212	-0.0662211	-0.0959457
9.04779	-0.0773753	-0.0815682
9.17345	-0.0866924	-0.0667124
9.29911	-0.0941286	-0.0516389
9.42478	-0.0996722	-0.0365966
9.55044	-0.103342	-0.0218198
9.67611	-0.105185	-0.00752523
9.80177	-0.105274	0.00609028
9.92743	-0.103706	0.0188516
10.0531	-0.100596	0.0306068
10.1788	-0.0960814	0.041228
10.3044	-0.0903091	0.050612
10.4301	-0.0834403	0.0586804
10.5558	-0.0756435	0.0653799
10.6814	-0.0670927	0.070681
10.8071	-0.057964	0.074578
10.9327	-0.0484328	0.0770873
11.0584	-0.0386712	0.0782462
11.1841	-0.0288454	0.0781111
11.3097	-0.0191133	0.0767557
11.4354	-0.00962277	0.0742691
11.5611	-0.000509533	0.0707531
11.6867	0.00810411	0.0663203
11.8124	0.0161105	0.0610914
11.9381	0.0234176	0.0551931
12.0637	0.0299494	0.0487555
12.1894	0.0356465	0.04191
12.315	0.0404657	0.0347871
12.4407	0.0443803	0.0275143
12.5664	0.047379	0.0202143
12.692	0.0494659	0.0130035
12.8177	0.0506589	0.00599004
12.9434	0.0509891	-0.000726755
13.069	0.0504994	-0.00705795
13.1947	0.0492431	-0.0129256
13.3204	0.0472827	-0.0182633
13.446	0.0446882	-0.0230168
13.5717	0.0415356	-0.0271439
13.6973	0.0379057	-0.0306146
13.823	0.0338819	-0.0334109
13.9487	0.0295496	-0.0355263
14.0743	0.0249939	-0.0369654
14.2	0.020299	-0.0377433
14.3257	0.0155464	-0.0378843
14.4513	0.010814	-0.0374219
14.577	0.00617516	-0.0363967
14.7027	0.0016976	-0.0348563
14.8283	-0.00255727	-0.0328534
14.954	-0.00653492	-0.0304455
15.0796	-0.0101882	-0.0276929
15.2053	-0.0134778	-0.0246581
15.331	-0.0163723	-0.0214046
15.4566	-0.018848	-0.0179958
15.5823	-0.0208894	-0.0144938
15.708	-0.0224887	-0.0109591
15.8336	-0.0236452	-0.00744886
15.9593	-0.0243654	-0.00401708
16.085	-0.0246624	-0.000713301
16.2106	-0.024555	0.00241767
16.3363	-0.0240675	0.00533622
16.4619	-0.0232287	0.00800831
16.5876	-0.0220713	0.0104056
16.7133	-0.0206314	0.0125058
16.8389	-0.0189471	0.0142924
16.9646	-0.0170588	0.0157548
17.0903	-0.0150074	0.0168879
17.2159	-0.0128342	0.0176924
17.3416	-0.0105802	0.0181739
17.4673	-0.00828543	0.0183427
17.5929	-0.00598816	0.0182137
17.7186	-0.00372467	0.0178054
17.8442	-0.00152868	0.0171399
17.9699	0.000569037	0.0162419
18.0956	0.00254096	0.0151385
18.2212	0.00436308	0.0138584
18.3469	0.0060151	0.0124317
18.4726	0.0074805	0.010889
18.5982	0.00874663	0.00926097
18.7239	0.00980469	0.00757798
18.8496	0.0106496	0.00586956
18.9752	0.01128	0.00416399
19.1009	0.0116979	0.00248795
19.2265	0.0119085	0.000866136
19.3522	0.0119202	-0.00067896
19.4779	0.0117437	-0.00212732
19.6035	0.0113924	-0.00346155
19.7292	0.0108815	-0.00466702
19.8549	0.0102279	-0.00573196
19.9805	0.00944985	-0.00664744
20.1062	0.00856655	-0.0074074
20.2319	0.00759773	-0.00800853
20.3575	0.00656339	-0.00845024
20.4832	0.00548344	-0.00873445
20.6088	0.00437741	-0.00886548
20.7345	0.00326414	-0.00884978
20.8602	0.00216155	-0.00869578
20.9858	0.00108638	-0.00841361
21.1115	5.40165e-005	-0.00801483
21.2372	-0.000921697	-0.00751222
21.3628	-0.00182857	-0.00691947
21.4885	-0.00265617	-0.00625091
21.6142	-0.0033959	-0.00552128
21.7398	-0.00404102	-0.00474547
21.8655	-0.00458666	-0.00393824
21.9911	-0.00502977	-0.00311404
22.1168	-0.0053691	-0.00228677
22.2425	-0.00560509	-0.00146962
22.3681	-0.00573979	-0.000674872
22.4938	-0.00577672	8.62201e-005
22.6195	-0.00572075	0.000803563
22.7451	-0.00557792	0.00146831
22.8708	-0.00535533	0.00207294
22.9965	-0.00506092	0.0026113
23.1221	-0.00470331	0.0030786
23.2478	-0.00429166	0.00347146
23.3734	-0.00383544	0.00378784
23.4991	-0.00334432	0.00402703
23.6248	-0.00282796	0.00418956
23.7504	-0.00229588	0.00427716
23.8761	-0.00175734	0.00429261
24.0018	-0.00122115	0.00423969
24.1274	-0.000695631	0.00412304
24.2531	-0.000188439	0.00394805
24.3788	0.000293465	0.00372072
24.5044	0.000743912	0.00344754
24.6301	0.00115757	0.00313535
24.7558	0.00152998	0.00279125
24.8814	0.00185759	0.00242241
25.0071	0.00213774	0.00203602
25.1327	0.00236866	0.00163914
25.2584	0.00254947	0.00123858
25.3841	0.00268011	0.000840858
25.5097	0.00276133	0.000452064
25.6354	0.0027946	7.78158e-005
25.7611	0.00278206	-0.00027681
25.8867	0.00272647	-0.00060733
26.0124	0.0026311	-0.000909889
26.1381	0.00249967	-0.00118129
26.2637	0.00233624	-0.00141899
26.3894	0.00214518	-0.00162113
26.515	0.00193102	-0.00178653
26.6407	0.00169842	-0.00191461
26.7664	0.00145207	-0.00200545
26.892	0.0011966	-0.00205969
27.0177	0.000936543	-0.00207852
27.1434	0.000676244	-0.00206361
27.269	0.000419808	-0.00201708
27.3947	0.000171054	-0.00194141
27.5204	-6.65346e-005	-0.00183943
27.646	-0.000289843	-0.00171421
27.7717	-0.000496155	-0.001569
27.8973	-0.000683172	-0.0014072
28.023	-0.000849029	-0.00123228
28.1487	-0.000992295	-0.00104773
28.2743	-0.00111198	-0.000856981
28.4	-0.0012075	-0.000663379
28.5257	-0.00127872	-0.000470127
28.6513	-0.00132586	-0.000280246
28.777	-0.00134952	-9.65343e-005
28.9027	-0.00135064	7.84628e-005
29.0283	-0.00133046	0.000242479
29.154	-0.00129048	0.000393545
29.2796	-0.00123243	0.000530008
29.4053	-0.00115823	0.000650535
29.531	-0.00106995	0.000754118
29.6566	-0.00096976	0.000840072
29.7823	-0.0008599	0.000908026
29.908	-0.000742636	0.000957915
30.0336	-0.000620225	0.000989961
30.1593	-0.000494878	0.00100465
30.285	-0.000368729	0.00100273
