0	4.70205e-017
1	4.70205e-017
2	3.75889e-017
3	1.79902e-016
4	3.52686e-016
5	8.29327e-016
6	1.92887e-015
7	4.21389e-015
8	9.16871e-015
9	1.93883e-014
10	4.00105e-014
11	8.06837e-014
12	1.58742e-013
13	3.0485e-013
14	5.71318e-013
15	1.04471e-012
16	1.86382e-012
17	3.24372e-012
18	5.50628e-012
19	9.11587e-012
20	1.47166e-011
21	2.31652e-011
22	3.55492e-011
23	5.31784e-011
24	7.75351e-011
25	1.10171e-010
26	1.52543e-010
27	2.05786e-010
28	2.70452e-010
29	3.46229e-010
30	4.317e-010
31	5.242e-010
32	6.1981e-010
33	7.13535e-010
34	7.99685e-010
35	8.72424e-010
36	9.26321e-010
37	9.57354e-010
38	9.62484e-010
39	9.41896e-010
40	8.97232e-010
41	8.27394e-010
42	7.55531e-010
43	6.41305e-010
44	5.73638e-010
45	4.74969e-010
46	2.95143e-010
47	5.92865e-010
48	2.63714e-011
49	1.52061e-009
50	3.48201e-009
51	1.05647e-008
52	4.0596e-008
53	1.1001e-007
54	3.20639e-007
55	8.20856e-007
56	1.93283e-006
57	4.20872e-006
58	8.28972e-006
59	1.5015e-005
60	2.53004e-005
61	4.1149e-005
62	6.8568e-005
63	0.00012236
64	0.000231541
65	0.000442539
66	0.000824319
67	0.0014906
68	0.00265288
69	0.00468682
70	0.00817484
71	0.0139347
72	0.0231074
73	0.0373676
74	0.0591654
75	0.0915551
76	0.137593
77	0.201112
78	0.288063
79	0.402116
80	0.542494
81	0.718202
82	0.937914
83	1.17247
84	1.42023
85	1.74718
86	2.06392
87	2.23838
88	2.54852
89	2.98436
90	2.88572
91	2.79017
92	3.48497
93	3.27945
94	2.1949
95	3.05591
96	3.56528
97	1.37313
98	1.68026
99	3.65559
100	1.35387
101	0.689041
102	0.494957
103	0.417496
104	0.358013
105	0.295991
106	0.233603
107	0.175941
108	0.127044
109	0.0882469
110	0.0590359
111	0.0383029
112	0.0239974
113	0.0146165
114	0.00866614
115	0.00495303
116	0.00279111
117	0.00152268
118	0.000793588
119	0.000419746
120	0.000212354
121	9.95193e-005
122	5.14214e-005
123	2.60901e-005
124	1.09127e-005
125	6.26475e-006
126	5.86927e-006
127	4.49405e-006
128	2.44189e-006
129	2.79703e-006
130	5.13072e-006
131	5.331e-006
132	3.18854e-006
133	2.90417e-006
134	5.51342e-006
135	7.28725e-006
136	5.91024e-006
137	3.5549e-006
138	3.39682e-006
139	5.77737e-006
140	8.54059e-006
141	9.63201e-006
142	8.63217e-006
143	6.41436e-006
144	4.06862e-006
145	2.24957e-006
146	1.09936e-006
147	4.80087e-007
148	1.88719e-007
149	6.72205e-008
150	2.18091e-008
151	6.49043e-009
152	1.79008e-009
153	4.66678e-010
154	1.19121e-010
155	3.13605e-011
156	8.93857e-012
157	2.78093e-012
158	9.11241e-013
159	3.00403e-013
160	9.66851e-014
161	2.99853e-014
162	8.93804e-015
163	2.56697e-015
164	7.13274e-016
165	1.92588e-016
166	5.0711e-017
167	1.30565e-017
168	3.29244e-018
169	8.13871e-019
170	1.97278e-019
171	4.68913e-020
172	1.09283e-020
173	2.49691e-021
174	5.59255e-022
175	1.2279e-022
176	2.64286e-023
177	5.57666e-024
178	1.15373e-024
179	2.34047e-025
180	4.65614e-026
181	9.08483e-027
182	1.73869e-027
183	3.26429e-028
184	6.01255e-029
185	1.08662e-029
186	1.92703e-030
187	3.35377e-031
188	5.72867e-032
189	9.60487e-033
190	1.58084e-033
191	2.55438e-034
192	4.05249e-035
193	6.31306e-036
194	9.65783e-037
195	1.45104e-037
196	2.14131e-038
197	3.10399e-039
198	4.42017e-040
199	6.18408e-041
200	8.50093e-042
201	1.14829e-042
202	1.52429e-043
203	1.98862e-044
204	2.55001e-045
205	3.21422e-046
206	3.9828e-047
207	4.85196e-048
208	5.81162e-049
209	6.84487e-050
210	7.92786e-051
211	9.03037e-052
212	1.01169e-052
213	1.11486e-053
214	1.20852e-054
215	1.28879e-055
216	1.35221e-056
217	1.39595e-057
218	1.41805e-058
219	1.41758e-059
220	1.39465e-060
221	1.35046e-061
222	1.28715e-062
223	1.20764e-063
224	1.11542e-064
225	1.01429e-065
226	9.08129e-067
227	8.00609e-068
228	6.95044e-069
229	5.94231e-070
230	5.00356e-071
231	4.14968e-072
232	3.38994e-073
233	2.72798e-074
234	2.16268e-075
235	1.68918e-076
236	1.29992e-077
237	9.85714e-079
238	7.36551e-080
239	5.42378e-081
240	3.9362e-082
241	2.81551e-083
242	1.98504e-084
243	1.37957e-085
244	9.45157e-087
245	6.38383e-088
246	4.2511e-089
247	2.79121e-090
248	1.80709e-091
249	1.1537e-092
250	7.26367e-094
251	4.51023e-095
252	2.76185e-096
253	1.67099e-097
254	9.75755e-099
255	6.86245e-100
256	6.86245e-100
