0	2.24006e-025
1	2.24006e-025
2	4.123e-025
3	2.12818e-024
4	7.45777e-024
5	2.70914e-023
6	9.61536e-023
7	3.31555e-022
8	1.11686e-021
9	3.66926e-021
10	1.17577e-020
11	3.67461e-020
12	1.11993e-019
13	3.32827e-019
14	9.64398e-019
15	2.72434e-018
16	7.50224e-018
17	2.01374e-017
18	5.26818e-017
19	1.34313e-016
20	3.33683e-016
21	8.07739e-016
22	1.90496e-015
23	4.3766e-015
24	9.79455e-015
25	2.13496e-014
26	4.5322e-014
27	9.36922e-014
28	1.88597e-013
29	3.69623e-013
30	7.05243e-013
31	1.30989e-012
32	2.36812e-012
33	4.16686e-012
34	7.13527e-012
35	1.18896e-011
36	1.92771e-011
37	3.04082e-011
38	4.66637e-011
39	6.9657e-011
40	1.01137e-010
41	1.42814e-010
42	1.96117e-010
43	2.61877e-010
44	3.39999e-010
45	4.29153e-010
46	5.26561e-010
47	6.27942e-010
48	7.27665e-010
49	8.1912e-010
50	8.95316e-010
51	9.49689e-010
52	9.77184e-010
53	9.75771e-010
54	9.48766e-010
55	9.08576e-010
56	8.83299e-010
57	9.29756e-010
58	1.16486e-009
59	1.85652e-009
60	3.68233e-009
61	8.56503e-009
62	2.1917e-008
63	5.89876e-008
64	1.64379e-007
65	4.44448e-007
66	1.21024e-006
67	3.22565e-006
68	7.84863e-006
69	2.07781e-005
70	4.73526e-005
71	0.000106785
72	0.000270318
73	0.000487176
74	0.00116366
75	0.0024465
76	0.00384871
77	0.00933386
78	0.0160129
79	0.0236934
80	0.0525064
81	0.0834677
82	0.10287
83	0.221584
84	0.335647
85	0.325456
86	0.685612
87	1.05711
88	0.760138
89	1.5422
90	2.59994
91	1.36809
92	2.48741
93	5.00836
94	2.03266
95	2.80962
96	7.63219
97	2.79118
98	2.12126
99	9.27143
100	3.7792
101	1.60758
102	0.704003
103	0.313508
104	0.140214
105	0.0626365
106	0.027633
107	0.011997
108	0.00513964
109	0.00210813
110	0.000851957
111	0.000327879
112	0.00010796
113	3.69494e-005
114	1.001e-005
115	2.90125e-007
116	6.00816e-007
117	5.77382e-007
118	3.05297e-006
119	7.30837e-006
120	7.09344e-006
121	4.47837e-006
122	5.68948e-006
123	1.06041e-005
124	1.42667e-005
125	1.38306e-005
126	1.03646e-005
127	6.32362e-006
128	3.25438e-006
129	1.45097e-006
130	5.73326e-007
131	2.05273e-007
132	6.82732e-008
133	2.16925e-008
134	6.77847e-009
135	2.12998e-009
136	6.78756e-010
137	2.18066e-010
138	6.97324e-011
139	2.19325e-011
140	6.73396e-012
141	2.01166e-012
142	5.8436e-013
143	1.65173e-013
144	4.54739e-014
145	1.22047e-014
146	3.1952e-015
147	8.16267e-016
148	2.03527e-016
149	4.95362e-017
150	1.17699e-017
151	2.73033e-018
152	6.1842e-019
153	1.36781e-019
154	2.95449e-020
155	6.23308e-021
156	1.28449e-021
157	2.58593e-022
158	5.08629e-023
159	9.77539e-024
160	1.83594e-024
161	3.36995e-025
162	6.04603e-026
163	1.06034e-026
164	1.81801e-027
165	3.04764e-028
166	4.99567e-029
167	8.00812e-030
168	1.2555e-030
169	1.92531e-031
170	2.88817e-032
171	4.23862e-033
172	6.0863e-034
173	8.55164e-035
174	1.17586e-035
175	1.58241e-036
176	2.08437e-037
177	2.68764e-038
178	3.39271e-039
179	4.1932e-040
180	5.07468e-041
181	6.01419e-042
182	6.9806e-043
183	7.9359e-044
184	8.83748e-045
185	9.64118e-046
186	1.03049e-046
187	1.07921e-047
188	1.10754e-048
189	1.11389e-049
190	1.09798e-050
191	1.06086e-051
192	1.00478e-052
193	9.32978e-054
194	8.49375e-055
195	7.58216e-056
196	6.6373e-057
197	5.69813e-058
198	4.79793e-059
199	3.96274e-060
200	3.21065e-061
201	2.55202e-062
202	1.99025e-063
203	1.523e-064
204	1.14367e-065
205	8.42833e-067
206	6.09624e-068
207	4.32812e-069
208	3.01639e-070
209	2.06378e-071
210	1.38633e-072
211	9.14378e-074
212	5.92218e-075
213	3.76676e-076
214	2.35299e-077
215	1.44368e-078
216	8.70082e-080
217	5.15131e-081
218	2.99626e-082
219	1.7123e-083
220	9.61504e-085
221	5.30554e-086
222	2.87705e-087
223	1.53334e-088
224	8.03225e-090
225	4.13594e-091
226	2.09355e-092
227	1.04184e-093
228	5.09743e-095
229	2.4523e-096
230	1.16011e-097
231	5.39706e-099
232	2.46934e-100
233	1.11123e-101
234	4.91875e-103
235	2.14174e-104
236	9.17422e-106
237	3.86629e-107
238	1.60314e-108
239	6.54084e-110
240	2.62609e-111
241	1.0376e-112
242	4.03481e-114
243	1.54426e-115
244	5.81772e-117
245	2.15749e-118
246	7.87655e-120
247	2.83104e-121
248	1.00186e-122
249	3.49098e-124
250	1.19783e-125
251	4.04746e-127
252	1.34688e-128
253	4.41597e-130
254	1.41372e-131
255	5.10061e-133
256	5.10061e-133
