# x	abs(psi)**2
-5.0	0.021152195701329687
-4.970674486803519	0.03850837619810561
-4.941348973607038	0.012864394702839963
-4.912023460410557	0.043849262508363844
-4.882697947214076	0.0027321987437383542
-4.853372434017595	0.015173207941497163
-4.8240469208211145	0.02104155876064894
-4.794721407624634	0.021177639433491872
-4.765395894428153	0.009718449720900212
-4.736070381231672	0.037977328199399724
-4.706744868035191	0.002685997057908374
-4.67741935483871	0.012338005524970583
-4.648093841642229	0.04557499102787116
-4.618768328445748	0.030094996599038353
-4.589442815249267	0.023025721496162683
-4.560117302052786	0.004952816397063218
-4.530791788856305	0.0019435930875629354
-4.5014662756598245	0.025295295439040497
-4.472140762463344	0.00907282264835991
-4.442815249266862	0.021499334206233667
-4.413489736070381	0.09483183883720891
-4.3841642228739	0.02649911027179212
-4.354838709677419	0.010360892719607238
-4.325513196480938	0.016289528876524045
-4.296187683284457	0.034264214630403314
-4.266862170087976	0.020027234496929162
-4.237536656891495	0.0024309210299494504
-4.2082111436950145	0.0360374154384615
-4.178885630498534	0.00868376184643255
-4.149560117302053	0.055048988294710506
-4.120234604105572	0.06478724914474931
-4.090909090909091	0.02957866860568128
-4.06158357771261	0.0663822624278373
-4.032258064516129	0.02000412516804424
-4.002932551319648	0.04945335495683637
-3.973607038123167	0.019550753781096573
-3.9442815249266863	0.00630385230073681
-3.9149560117302054	0.006376136291295113
-3.8856304985337244	0.06465070653791066
-3.8563049853372435	0.05066459062506249
-3.8269794721407626	0.0015512091064222209
-3.7976539589442817	0.007128221948172235
-3.768328445747801	0.008919801589567806
-3.73900293255132	0.020022946075001213
-3.7096774193548385	0.026151116946281385
-3.6803519061583576	0.1395919463196328
-3.6510263929618767	0.056598023165639125
-3.621700879765396	0.007943504936968677
-3.592375366568915	0.03789323558632663
-3.563049853372434	0.018938271862084882
-3.533724340175953	0.04203003275846811
-3.504398826979472	0.016392386718684978
-3.4750733137829912	0.05560704734525491
-3.44574780058651	0.02669831664009031
-3.416422287390029	0.04529078395046881
-3.387096774193548	0.012585059246805903
-3.357771260997067	0.06636951892181017
-3.328445747800586	0.026604723795173122
-3.2991202346041053	0.0022716116678030704
-3.2697947214076244	0.10245678920779895
-3.2404692082111435	0.016330995190510362
-3.2111436950146626	0.062151931790231485
-3.1818181818181817	0.01814755975966644
-3.1524926686217007	0.08284154517128164
-3.12316715542522	0.0013064962835226505
-3.093841642228739	0.009543229211993874
-3.064516129032258	0.07962002347008182
-3.035190615835777	0.020780626519053578
-3.005865102639296	0.06398612392497585
-2.9765395894428153	0.038853298718294925
-2.9472140762463344	0.03941116536534023
-2.9178885630498534	0.04104308245515961
-2.8885630498533725	0.010992033410403723
-2.859237536656891	0.06206955914995918
-2.8299120234604103	0.018230550326029372
-2.8005865102639294	0.009369209985955636
-2.7712609970674484	0.042894069337151446
-2.7419354838709675	0.12657605490494203
-2.7126099706744866	0.0255306659699247
-2.6832844574780057	0.12262474762767196
-2.653958944281525	0.02956704009329267
-2.624633431085044	0.000578059045690636
-2.595307917888563	0.0031340604224219405
-2.565982404692082	0.03519679842634675
-2.536656891495601	0.03240548948365493
-2.5073313782991202	0.01425132347203304
-2.4780058651026393	0.04412690473377936
-2.4486803519061584	0.015526441384219956
-2.419354838709677	0.029587815698981293
-2.390029325513196	0.05862783802964356
-2.3607038123167152	0.007915801883154284
-2.3313782991202343	0.006116389212903419
-2.3020527859237534	0.04796570412239797
-2.2727272727272725	0.015844267984613594
-2.2434017595307916	0.025652339746212924
-2.2140762463343107	0.004942349678335926
-2.1847507331378297	0.003957056525124368
-2.155425219941349	0.03330479815209731
-2.126099706744868	0.003967191984816444
-2.096774193548387	0.04436755127011198
-2.067448680351906	0.02256176084944735
-2.038123167155425	0.09381812464992385
-2.0087976539589443	0.05455670731838686
-1.9794721407624634	0.049996566622245116
-1.9501466275659824	0.021662098996587404
-1.920821114369501	0.014190377312273962
-1.8914956011730202	0.03762836314999349
-1.8621700879765393	0.014145202720266495
-1.8328445747800584	0.044149685443846405
-1.8035190615835774	0.008329888903234136
-1.7741935483870965	0.10296823705498413
-1.7448680351906156	0.013537644166850616
-1.7155425219941347	0.011461270257599071
-1.6862170087976538	0.0177560272979123
-1.6568914956011729	0.03865987334140728
-1.627565982404692	0.07030509259759406
-1.598240469208211	0.014757410267452352
-1.5689149560117301	0.047648415364508555
-1.5395894428152492	0.008805802766730875
-1.5102639296187683	0.006590603836933138
-1.480938416422287	0.0667661369296313
-1.451612903225806	0.029934730885383443
